1	5.299	1.7	2.892	0	
1	5.299	1.696076	2.892	0	
1	5.299	1.688228	2.892	0	
1	5.299	1.676456	2.892	0	
1	5.299	1.66076	2.892	0	
1	5.299	1.64114	2.892	0	
1	5.299	1.617596	2.892	0	
1	5.299	1.590128	2.892	0	
1	5.299	1.558736	2.892	0	
1	5.299	1.52342	2.892	0	
1	5.299	1.48418	2.892	0	
1	5.299	1.441016	2.892	0	
1	5.299	1.393928	2.892	0	
1	5.299	1.342916	2.892	0	
1	5.299	1.28798	2.892	0	
1	5.299	1.22912	2.892	0	
1	5.299	1.166336	2.892	0	
1	5.299	1.099628	2.892	0	
1	5.299	1.028996	2.892	0	
1	5.299	0.9544402	2.892	0	
1	5.299	0.8759602	2.892	0	
1	5.299	0.7935563	2.892	0	
1	5.299	0.7072283	2.892	0	
1	5.299	0.6169763	2.892	0	
1	5.299	0.5228003	2.892	0	
1	5.299	0.4247003	2.892	0	
1	5.299	0.3226764	2.892	0	
1	5.299	0.2167284	2.892	0	
1	5.299	0.1068564	2.892	0	
1	5.299	0.009722497	2.892	0	
1	5.299	0.005798496	2.892	0	
1	5.299	-0.002049502	2.892	0	
1	5.299	0.007367175	2.892	0	
1	5.299009	0.009250134	2.891993	0	
1	5.299011	0.009626988	2.891991	0	
1	5.299012	0.009702422	2.891991	0	
1	5.299012	0.009717517	2.891991	0	
1	5.299012	0.009720542	2.891991	0	
1	5.299012	0.009721145	2.891991	0	
1	5.299012	0.009721268	2.891991	0	
1	5.299012	0.00972129	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.891991	0	
1	5.299012	0.009721298	2.896991	0	
1	5.299012	0.009721298	2.906991	0	
1	5.299012	0.009721298	2.916991	0	
1	5.299012	0.009721298	2.931991	0	
1	5.299012	0.009721298	2.951991	0	
1	5.299012	0.009721298	2.976991	0	
1	5.299012	0.009721298	3.001991	0	
1	5.299012	0.009721298	3.031991	0	
1	5.299012	0.009721298	3.061991	0	
1	5.299012	0.009721294	3.096991	0	
1	5.299012	0.009721294	3.136991	0	
1	5.299012	0.009721301	3.181991	0	
1	5.299012	0.005797304	3.226991	0	
1	5.299012	0.008936513	3.276991	0	
1	5.299033	0.009559333	3.331977	0	
1	5.299036	0.009688389	3.391975	0	
1	5.299036	0.009714644	3.451975	0	
1	5.299036	0.009719964	3.516975	0	
1	5.299036	0.009721033	3.581975	0	
1	5.299036	0.009721246	3.651975	0	
1	5.299036	0.009721287	3.721975	0	
1	5.299036	0.009721294	3.796975	0	
1	5.299036	0.009721298	3.876975	0	
1	5.299036	0.009721298	3.956975	0	
1	5.299036	0.009721298	4.036975	0	
1	5.299036	0.009721294	4.116975	0	
1	5.299036	0.009721301	4.196975	0	
1	5.299036	0.005797304	4.276975	0	
1	5.299036	0.008936416	4.356975	0	
1	5.299042	0.009563677	4.436974	0	
1	5.299042	0.009689748	4.516974	0	
1	5.299042	0.009714987	4.596974	0	
1	5.299042	0.009720031	4.676974	0	
1	5.299066	0.009721041	4.756974	0.01724168	
1	5.299177	0.009721242	4.836974	0.07980978	
1	5.299289	0.009721287	4.916974	0.07980978	
1	5.299572	0.009721294	4.996974	0.2031993	
1	5.300113	0.009721294	5.076972	0.3874103	
1	5.300654	0.009721301	5.15697	0.3874103	
1	5.301542	0.005797304	5.236965	0.6363165	
1	5.302868	0.008936409	5.316954	0.949918	
1	5.304729	0.009563521	5.396931	1.328215	
1	5.306585	0.009689681	5.476909	1.328215	
1	5.309058	0.009714976	5.556871	1.771206	
1	5.312239	0.009720031	5.636807	2.278893	
1	5.316218	0.009721033	5.716708	2.851275	
1	5.320198	0.009721238	5.796609	2.851275	
1	5.325066	0.009721279	5.876461	3.488353	
1	5.330911	0.00972129	5.956247	4.190126	
1	5.337823	0.009721294	6.035948	4.956593	
1	5.344735	0.005797293	6.115649	4.956593	
1	5.352803	0.008936491	6.195241	5.787756	
1	5.36212	0.009558942	6.274692	6.683614	
1	5.372763	0.009687707	6.353979	7.641262	
1	5.383401	0.009714436	6.433268	7.641262	
1	5.395448	0.009719893	6.512356	8.660702	
1	5.408985	0.009721015	6.591202	9.741927	
1	5.424092	0.009721234	6.669763	10.88495	
1	5.439199	0.009721275	6.748324	10.88495	
1	5.455955	0.009721283	6.82655	12.08975	
1	5.474351	0.009721287	6.904406	13.29456	
1	5.494381	0.009721294	6.981858	14.49937	
1	5.51441	0.009721298	7.05931	14.49937	
1	5.536064	0.009721298	7.136324	15.70418	
1	5.559332	0.005797297	7.212865	16.90899	
1	5.584205	0.008936495	7.288901	18.11379	
1	5.609102	0.00956044	7.364933	18.11379	
1	5.635575	0.009688053	7.440427	19.3186	
1	5.663623	0.009714406	7.515348	20.52341	
1	5.69324	0.009719867	7.589664	21.72821	
1	5.722856	0.009721007	7.66398	21.72821	
1	5.754028	0.009721238	7.737658	22.93302	
1	5.786488	0.009721283	7.810776	23.93783	
1	5.819972	0.00972129	7.883432	24.74264	
1	5.853455	0.00972129	7.956088	24.74264	
1	5.887703	0.00972129	8.028386	25.34744	
1	5.922462	0.00972129	8.100441	25.75225	
1	5.957478	0.00972129	8.172371	25.95706	
1	5.992493	0.009721298	8.244301	25.95706	
1	6.027515	0.009721298	8.316228	25.96186	
1	6.062292	0.009721294	8.388273	25.76667	
1	6.097074	0.009721294	8.460316	25.77148	
1	6.131611	0.009721298	8.532476	25.57629	
1	6.166154	0.005797297	8.604634	25.58109	
1	6.200697	0.008936495	8.676792	25.58109	
1	6.23501	0.009562932	8.749066	25.3859	
1	6.269316	0.009689417	8.821339	25.39071	
1	6.303373	0.009714887	8.893727	25.19552	
1	6.33743	0.00971999	8.966116	25.19552	
1	6.371492	0.009721022	9.038502	25.20033	
1	6.405308	0.009721242	9.111003	25.00513	
1	6.43913	0.009721283	9.183501	25.00994	
1	6.472952	0.009721287	9.256	25.00994	
1	6.506527	0.00972129	9.328613	24.81475	
1	6.540108	0.009721294	9.401224	24.81956	
1	6.573442	0.005797293	9.473948	24.62436	
1	6.606775	0.008936491	9.546673	24.62436	
1	6.640131	0.009563182	9.619393	24.62917	
1	6.673226	0.009689502	9.692227	24.43398	
1	6.706325	0.00971492	9.765059	24.43878	
1	6.739422	0.00972002	9.837892	24.43878	
1	6.772272	0.009721041	9.910836	24.24359	
1	6.805127	0.009721238	9.983778	24.2484	
1	6.837734	0.009721283	10.05683	24.05321	
1	6.87034	0.009721287	10.12988	24.05321	
1	6.902953	0.009721283	10.20294	24.05801	
1	6.935317	0.00972129	10.2761	23.86282	
1	6.967687	0.00972129	10.34925	23.86763	
1	7.000057	0.009721301	10.42241	23.86763	
1	7.032178	0.005797308	10.49568	23.67244	
1	7.064077	0.008936513	10.56905	23.49933	
1	7.095821	0.009560209	10.64249	23.36283	
1	7.127548	0.009688769	10.71593	23.36283	
1	7.159155	0.00971476	10.78942	23.27069	
1	7.1907	0.009719983	10.86294	23.22291	
1	7.22224	0.00972103	10.93646	23.21948	
1	7.253833	0.009721246	11.00995	23.26042	
1	7.285535	0.009721283	11.0834	23.34571	
1	7.317237	0.009721298	11.15685	23.34571	
1	7.349105	0.0057973	11.23023	23.47536	
1	7.381196	0.008936405	11.30351	23.64937	
1	7.413576	0.00956358	11.37667	23.86774	
1	7.446282	0.009689644	11.44968	24.13046	
1	7.479379	0.009714954	11.52252	24.43754	
1	7.512475	0.00972002	11.59535	24.43754	
1	7.546017	0.009721033	11.66798	24.78898	
1	7.58006	0.009721246	11.74037	25.18478	
1	7.614659	0.009721283	11.8125	25.62493	
1	7.649257	0.00972129	11.88463	25.62493	
1	7.684464	0.00972129	11.95647	26.10945	
1	7.720333	0.009721294	12.02798	26.63832	
1	7.756915	0.009721298	12.09913	27.21155	
1	7.793497	0.009721301	12.17027	27.21155	
1	7.830843	0.009721305	12.24102	27.82913	
1	7.869005	0.005797308	12.31133	28.49108	
1	7.908031	0.008936513	12.38117	29.19738	
1	7.947081	0.009552386	12.451	29.19738	
1	7.987024	0.009684388	12.52032	29.94805	
1	8.027922	0.009713527	12.58908	30.74306	
1	8.069818	0.009719696	12.65723	31.58244	
1	8.111716	0.009720985	12.72538	31.58244	
1	8.15466	0.009721238	12.79288	32.46618	
1	8.19864	0.009721287	12.8597	33.34991	
1	8.243646	0.009721298	12.92584	34.23365	
1	8.288651	0.009721298	12.99198	34.23365	
1	8.334672	0.009721305	13.05742	35.11738	
1	8.381696	0.005797308	13.12214	36.00112	
1	8.429712	0.008936483	13.18613	36.88486	
1	8.477757	0.009556357	13.25012	36.88486	
1	8.526763	0.009686798	13.31336	37.76859	
1	8.576513	0.009714108	13.37601	38.45233	
1	8.626789	0.009719841	13.43824	38.93607	
1	8.677065	0.009720996	13.50047	38.93607	
1	8.727649	0.009721227	13.56245	39.2198	
1	8.778323	0.009721279	13.62435	39.30354	
1	8.828872	0.009721287	13.68636	39.18726	
