<<<<<<< HEAD
140.2	0.149	-78.9
140.2	0.145076	-78.9
140.2	0.137228	-78.9
140.2	0.125456	-78.9
140.2	0.10976	-78.9
140.2	0.09013999	-78.9
140.2	0.06659597	-78.9
140.2	0.03912798	-78.9
140.2	0.05604324	-78.9
140.2	0.05942413	-78.90002
140.2	0.06010208	-78.90002
140.2	0.06023797	-78.90002
140.2	0.06026521	-78.90002
140.2	0.06027067	-78.90002
140.2	0.06027177	-78.90002
140.2	0.06027198	-78.90002
140.2	0.06027204	-78.90002
140.2	0.06027204	-78.90002
140.2	0.06027204	-78.8698
140.2	0.06027204	-78.83958
140.2	0.06027204	-78.77914
140.2	0.06027204	-78.68847
140.2	0.06027204	-78.56758
140.2	0.06027204	-78.41647
140.2	0.06027204	-78.26537
140.2	0.06027204	-78.08403
140.1985	0.06027204	-77.90626
140.1971	0.06027204	-77.72849
140.1886	0.06027204	-77.55091
140.1802	0.05634803	-77.37334
140.1658	0.05948722	-77.19614
140.1441	0.0601151	-77.01971
140.1135	0.0602406	-76.84459
140.0829	0.06026572	-76.66946
140.0523	0.06027076	-76.49434
140.0217	0.06027177	-76.31921
139.9911	0.06027195	-76.14409
139.9605	0.06027201	-75.96896
139.9299	0.06027201	-75.79384
139.8993	0.06027201	-75.61871
139.8687	0.06027201	-75.44359
139.8381	0.06027201	-75.26846
139.8075	0.06027201	-75.09334
139.7769	0.06027201	-74.91821
139.7463	0.06027201	-74.74309
139.7157	0.06027201	-74.56796
139.6852	0.06027201	-74.39284
139.6546	0.06027201	-74.21771
139.624	0.06027201	-74.04259
139.5934	0.06027201	-73.86746
139.5628	0.06027201	-73.69234
139.5322	0.06027201	-73.51721
139.5016	0.06027201	-73.34209
139.4693	0.06027201	-73.16727
139.4336	0.06027204	-72.99311
139.3979	0.06027204	-72.81895
139.3578	0.06027204	-72.64576
139.3109	0.05634803	-72.47428
139.264	0.05948722	-72.3028
139.2042	0.06011516	-72.13538
139.1416	0.06024072	-71.96899
139.079	0.06026578	-71.8026
139.0164	0.06027079	-71.63622
138.9538	0.0602718	-71.46983
138.8912	0.06027198	-71.30344
138.8286	0.06027204	-71.13705
138.766	0.06027204	-70.97066
138.7034	0.06027204	-70.80427
138.6407	0.06027204	-70.63788
138.5781	0.06027204	-70.47149
138.5155	0.06027204	-70.3051
138.4529	0.06027204	-70.13871
138.3903	0.06027204	-69.97232
138.3277	0.06027204	-69.80593
138.2651	0.06027204	-69.63954
138.2025	0.06027204	-69.47315
138.1399	0.06027204	-69.30676
138.0731	0.06027204	-69.14201
138.0063	0.06027204	-68.97725
137.9348	0.06027204	-68.81451
137.856	0.06027204	-68.65513
137.7773	0.05634803	-68.49575
137.6985	0.05948722	-68.33637
137.6198	0.06011477	-68.17699
137.541	0.06024054	-68.01762
137.4622	0.06026569	-67.85824
137.3835	0.06027076	-67.69886
137.3047	0.06027177	-67.53948
137.2259	0.06027195	-67.3801
137.1472	0.06027201	-67.22073
137.0684	0.06027201	-67.06135
136.9896	0.06027201	-66.90197
136.9109	0.06027201	-66.74259
136.8321	0.06027201	-66.58321
136.7533	0.06027201	-66.42384
136.6739	0.06027201	-66.26479
136.5914	0.06027201	-66.10733
136.5089	0.06027204	-65.94987
136.4218	0.06027204	-65.79488
136.3278	0.05634803	-65.64396
136.2338	0.05948722	-65.49304
136.1399	0.06011489	-65.34212
136.0459	0.06024066	-65.19121
135.952	0.06026575	-65.04029
135.858	0.06027079	-64.88937
135.764	0.0602718	-64.73846
135.6701	0.06027198	-64.58754
135.5761	0.06027204	-64.43662
135.4821	0.06027204	-64.28571
135.3882	0.06027204	-64.13479
135.2942	0.06027204	-63.98388
135.2002	0.06027204	-63.83297
135.1063	0.06027204	-63.68205
135.0123	0.06027204	-63.53114
134.9184	0.06027204	-63.38023
134.8244	0.06027204	-63.22931
134.7304	0.06027204	-63.0784
134.6365	0.06027204	-62.92749
134.5425	0.06027204	-62.77657
134.4485	0.06027204	-62.62566
134.3546	0.06027204	-62.47475
134.257	0.06027204	-62.3261
134.1595	0.06027204	-62.17746
134.0578	0.06027204	-62.03169
133.956	0.06027207	-61.88592
133.8542	0.06027207	-61.74015
133.7525	0.06027207	-61.59438
133.6507	0.06027207	-61.4486
133.549	0.06027207	-61.30283
133.4472	0.06027207	-61.15706
133.3454	0.06027207	-61.01129
